IndependentA,IndependentB,IndependentC,IndependentD,ControlA,ControlB,ControlC,Dependentvariable
3.20487,59.096773,0.494748,539.720064,157602,116261.7129,14208.16326,41.07919181
2.752922,26.972414,0.437353,315.111279,173135,83586.16894,14916.50485,13.75263611
2.294634,46.992613,0.375667,413.546863,154137,71209.38477,10132,16.43167673
2.067469,60.345476,0.332054,391.469046,914.6339722,68280.99805,17784.69388,13.36038922
1.54376,11.208277,0.227107,85.852026,155585,53159,19472.27723,10.5470375
1.159927,7.423051,0.205739,372.260506,138208,55935.51172,19803,13.15294644
0.713831,4.414375,0.199359,99.39884,695.3499756,48527.90918,23879.41177,20.51828453
0.20442,4.165595,0.205547,438.429718,486.1520081,38991.91455,10012.12121,18.81595068
0.174276,2.080895,0.200097,195.633583,99276.5,33220.07031,6950.505051,13.4617978
0.177457,1.604208,0.186797,168.214037,98817.79688,38602.98535,9617.475728,8.794884877
0.185066,3.437117,0.173095,177.301072,98817.79688,45437.78711,17882.82828,19.12367642
0.186255,3.109653,0.147162,508.941031,952.992981,33564.15942,15131.63265,8.01249025
0.179986,2.291573,0.117294,848.900217,952.992981,43108.84961,17014.43299,25.92971269
0.16963,2.75445,0.0559,1012.522264,63.9039993,35661.6543,5981,3.591656999
0.161975,0.455585,0.035981,960.682559,63.9039993,18002.72565,4748,13.6381817
0.156568,3.950545,0.020407,161.888028,63.9039993,28836.58789,21231.95876,11.79957626
0.14025,7.064923,0.00834,1059.025245,162.3939972,33380.69678,29409.09091,24.71841419
0.119212,2.761632,0.000943,1871.105022,162.3939972,24358.95264,21845,14.38593063
0.110196,2.743846,1.10E-05,1290.5106,699.572998,36572.84131,24048.54369,19.31942028
0.610609,0.13702,0.370354,134.305064,99060.20313,68687.46484,7651,10.86692229
0.735975,0.603582,0.38929,177.688996,101906,44108.19531,21750.49505,10.47687931
0.64807,1.254531,0.289157,455.148206,62.3030014,30455.99609,12995.9596,7.577598564
0.530682,1.504372,0.466876,583.641094,139433,94384.50781,17400,22.27947486
0.599516,0.650738,0.611537,214.664477,150186,112055.1406,23592,15.9246664
0.726812,0.275885,0.753093,201.164078,151618,94445.76563,15579.61165,4.7386707
0.880368,6.109849,0.874678,158.644289,151618,88016.86328,20616.32653,20.14696007
1.001648,16.439129,0.969329,120.057976,1267.5,97676.82813,26108.16326,30.86065456
1.114545,12.394016,1.023807,173.483747,4085.179932,109319.2305,28321.64949,27.91290024
1.284393,7.901968,1.045232,84.471699,174109,109563.2734,23934.95146,24.04994802
1.578901,5.808293,1.022651,171.540488,194443,106420.0234,24650,11.8911732
2.017437,8.757153,0.964844,58.45689,362.2189941,138653.0313,23679,11.46145715
2.383394,18.267294,0.903707,351.569166,191506,148120.9375,17677.31959,11.45643924
2.894664,16.414239,0.78796,172.416055,1105.98999,148731.6094,9391.919192,19.96935152
3.258701,27.739769,0.664661,321.690645,2116.830078,126986.5156,7842,5.310367219
3.374001,45.399199,0.561546,303.4829,156562,131661.4063,15378.64078,13.79075777
3.246833,49.481857,0.491026,355.949386,176.2310028,115042.7305,18626.80412,2.286919325
2.712717,63.564568,0.367644,343.625187,1283.699951,75609.71875,17553.60825,38.68313586
2.619977,86.31369,0.323581,399.51052,169526,78881.47656,17830.09709,34.87520609
2.485425,72.01108,0.262352,368.207042,157202,67910.94531,19262,24.20743687
2.254857,22.850161,0.216131,566.283258,140131,68082.94141,23144.44444,18.72164523
1.790076,5.023326,0.193365,390.218884,729.7670288,56078.54688,19502.06186,18.07761046
1.202045,3.264669,0.186239,171.826493,140416,61168.52148,25167,39.58535083
0.66005,8.699671,0.188219,191.750101,102080,63870.30469,28129,23.23617869
0.296095,7.283219,0.188196,55.709892,102080,47523.19141,17122.54902,27.90161286
0.186488,1.697306,0.180666,489.463481,102080,31158.47852,9551.546392,15.02264957
0.167532,0.355906,0.16649,320.593541,102080,33456.82227,9421.212121,10.83051245
0.168654,1.961051,0.153363,226.887151,102080,24238.12305,18122.44898,17.11724277
0.171532,1.853064,0.129138,625.463004,102080,35996.89453,11900.97087,6.432340165
0.166538,1.101895,0.102657,404.138255,133.9750061,47946.1875,20133.33333,20.39889703
0.149769,3.503183,0.051951,156.897792,590.2540283,42507.88281,16390.72165,2.368543856
0.142672,0.292354,0.035015,1220.238998,93226.5,22920.64746,4000,18.72057691
0.138871,0.309674,0.019986,1153.130974,90738.79688,29346.25391,12559,2.258317958
0.124634,1.147814,0.008067,1557.249134,90828.70313,29032.07324,23742.57426,12.26458316
0.104556,0.826302,0.000841,2685.085546,1382.640015,23484.0293,23349.48454,10.86784247
0.091303,0.925355,5.00E-06,1760.482209,87899.70313,48626.59766,21509.09091,11.00795167
0.688627,0.021388,0.420347,411.815522,100215,64698.58984,693.939394,3.968626967
0.832732,0.195309,0.4421,177.152917,135.5970001,47400.05371,2992.929293,10.9772492
0.643022,0.533611,0.413439,350.234327,320.8340149,89384.08887,4009,8.945669343
0.626359,2.559239,0.506357,160.678482,143254,86936.21875,14242.57426,7.141428429
0.832945,0.203449,0.81918,150.826514,11290.2998,96519.01953,16783.83838,13.20757358
0.980956,5.72574,0.951278,277.285944,174618,94179.1543,24524.24242,13.1537067
1.093729,12.229997,1.04779,75.475935,167392,108222.0742,18370.87379,16.04867596
1.179502,13.141643,1.095133,52.675514,167392,105365.041,20000,27.55902756
1.312297,8.453678,1.105454,113.114013,167392,108105.1641,15656.56566,20.30898816
1.546677,6.594174,1.067322,38.578378,174684,103718.002,24743.29897,12.62141038
1.903606,9.651817,0.992097,192.958284,170207,116764.1094,25531.37255,18.35701501
2.211143,21.302763,0.923337,107.733939,1135.060059,145271.0098,18310,20.46948949
2.680696,32.8725,0.798761,73.642814,162027,161084.2813,13749,32.62882162
3.222582,63.031597,0.555603,348.829011,213.8580017,150457.9844,19511.11111,18.24828759
3.172791,49.527836,0.477403,474.719637,176.1119995,113286.9941,17673,14.0890028
3.005848,50.719433,0.417815,543.368475,21575.90039,80897.36133,28235.92233,13.87083271
2.914091,125.846855,0.354802,353.557778,897.5819702,71337.60547,17646.39175,35.24202037
2.896447,168.884064,0.311928,150.297517,1167.729981,85155.63867,12607.07071,12.58928116
2.850004,114.231628,0.252318,312.64545,128.9949951,69003.64453,22477.31959,15.28528704
2.648975,38.971096,0.206195,136.287451,128.9949951,89619.47461,20714.56311,9.1126286
2.164223,8.327449,0.182893,539.948125,140435,106711.0938,8544,10.75499884
1.523558,3.271086,0.174759,935.80029,111976,56872.55371,24420.20202,3.482814953
0.885785,5.917792,0.176061,498.415822,111976,31032.4624,21641.23711,9.217374897
0.191488,0.163965,0.165568,915.045844,79172.10156,13470.27881,3301,6.405856695
0.145426,0.195696,0.137005,1093.400973,75128.10156,12005.24902,5061.458333,15.13274595
0.147138,0.3766,0.114513,837.413016,75128.10156,33450.7583,4126.262626,14.54200811
0.117148,1.088485,0.032646,868.33352,283.1279907,22989.95129,16625.25252,11.0806137
0.085749,0.783683,0.000557,1866.581341,87899.70313,26076.48438,11553.92157,10.5
0.39213,0.432089,0.22145,431.880382,88917.29688,22843.57227,3123.469388,13.28156617
1.298611,0.1014,0.498265,403.949529,1511.219971,60672.43555,434.313725,1.532970972
1.551613,0.437684,0.523619,151.528497,213.2310028,55807.26953,2479.381443,0.871779789
0.836029,3.056075,0.571388,161.63221,143254,90891.35938,12028.71287,8.170067319
0.920876,6.263934,0.74377,461.643845,169.5420074,133739.668,14427,15.94819739
1.043885,2.4891,0.917202,98.72604,162139,104167.5078,11640.59406,42.59612658
1.18574,3.055059,1.06097,311.565305,609.7180176,95342.20703,22525.7732,12.77497554
1.309359,7.469031,1.160135,135.345874,154651,83982.02344,23246.46465,19.33571824
1.374557,16.137197,1.197064,208.199527,156720,102172.8164,25213.13131,11.83807417
1.428887,17.540431,1.189751,317.489187,284.2279968,96174.75,20379.61165,6.32455532
1.51661,12.9227,1.127829,433.060261,739.1920166,96905.26563,21072.72727,29.6017736
1.924738,31.293259,0.935417,105.402182,161113,138916.4922,17845.36082,11.71494772
2.335354,37.903059,0.791635,62.514962,161113,123485.2578,11908.82353,17.89930166
2.697016,72.15152,0.649476,220.389784,131.5659943,97320.6875,17529,15.41135945
2.881237,89.563145,0.529422,356.889524,184855,135002.0469,23296.0396,9.343446901
2.911786,59.607592,0.443568,558.29632,337.3210144,98384.57031,21202.06186,20.94039159
2.931898,44.541861,0.387817,510.437733,149617,85751.94922,18885.71429,15.5241747
3.032544,88.363029,0.329678,728.467033,130.1150055,74776.21875,17840.59406,33.56069129
3.113695,107.555138,0.28899,294.531846,162.0500031,38496.43359,6923.529412,12.23458213
3.144966,57.170687,0.233478,48.561052,1948.209961,58734.53906,5524.242424,10.44772703
3.011337,26.156492,0.18977,1270.950253,763.2089844,95334.97266,2498.979592,18.36954001
2.54542,6.609084,0.166892,893.317488,130685,120479.5,6422.222222,10.93160555
1.876469,6.650679,0.156078,1404.819097,132594,60714.17578,11686,19.18749593
1.138551,4.952068,0.155078,1065.155079,100042,63427.91406,8825.490196,37.84223831
0.517261,0.736014,0.151704,67.297585,100042,40048.7959,5711.22449,1.454303957
0.112126,0.001198,0.123588,1325.406138,95400.39844,45203.49609,2294.845361,15.57257204
0.478019,0.065261,0.177448,210.378461,44851.5,21000.96387,317.525773,1.587450787
0.280861,0.235337,0.189253,22.585824,44851.5,26866.52832,3137.373737,2.554407955
2.523744,0.084547,0.568343,47.60583,2192.899902,64700.60644,23,1.732050808
2.988959,0.051434,0.597541,194.700824,699.9559937,62624.99609,20,1.218605761
1.234611,2.242175,0.6443,339.694715,132431,82425.95313,11136.36364,6.396874237
1.30725,12.06956,0.820746,259.719364,169.5420074,150880.875,24447.42268,19.57370685
1.367276,8.223536,1.001003,203.339863,159135,143300.7188,16159,21.58703314
1.508808,2.678241,1.149392,286.161583,634.4370117,87429.09961,21887.12871,18.05616238
1.680097,6.082814,1.249048,111.301803,162867,85745.12109,24730.69307,15.20526225
1.694752,21.842972,1.255916,181.727369,2228.479981,91826.72266,24998.97959,17.85287092
1.621855,22.177994,1.173133,240.886227,1231.189941,94267.5625,26828,24.40348336
1.609527,20.881748,1.046244,581.623609,1240.619995,105112.5039,34393.06931,27.32361616
1.723482,17.70306,0.939789,496.88006,175.9730072,149779.918,32539,15.90990258
2.030273,9.028577,0.770788,191.709913,175.9730072,118191.3711,26398.97959,28.64960733
2.316733,11.594654,0.615003,73.655236,175428,98620.89063,20294.9495,10.85011521
2.456962,27.763036,0.490925,95.009959,154406,111922.0586,20213.13131,19.94743091
2.494157,17.203335,0.402692,227.74048,154406,98744.69727,23550.48544,10.97155413
2.642616,10.852047,0.351437,218.177374,120896,69851.91602,25529.59184,11.94110548
2.91229,18.185457,0.301162,549.867798,120896,67571.84766,20551.51515,14.9365324
3.074043,25.457336,0.264776,528.308134,134037,78007.29102,20445.36082,26.09195278
3.201418,46.815565,0.213753,237.667377,185.0910034,94003.64063,7738.235294,27.9217657
3.166382,37.133186,0.1739,455.005931,106.6549988,81130.05273,1745,1.334166406
2.778428,4.738693,0.15162,619.01563,153.4649963,88225.21094,2597,4.549725266
2.124672,6.675752,0.138416,385.426329,132413,41029.68335,2527.835052,2.964793416
1.305301,4.757579,0.13349,102.362406,347.9599915,54274.17383,5825.252525,8.405355436
0.571223,0.382173,0.127242,2094.311658,442.3940125,43525.98535,3646,10.69579357
0.073752,0.458382,0.097589,2178.139416,98857.10156,47301.68457,7232.989691,10.58560343
0.060838,0.387988,0.084728,422.654261,95400.39844,22439.3125,4336.363636,1.760681686
0.052977,0.084267,0.066242,576.154301,95400.39844,30738.80127,292.783505,3.039736831
2.21214,0.024399,0.497598,196.024799,2074.959961,40048.5957,99.029126,1.732050808
3.082617,0.326032,0.555053,269.197551,261.7070007,55897.29297,154,0.556776436
4.318847,0.291831,0.617388,111.266178,2031.109985,56761.81836,510,1.679285562
5.115259,0.332024,0.649247,134.504925,84370.79688,62932.03711,29.896907,1
4.331758,0.001491,0.599233,354.806573,268.0950012,62338.11719,7024.752475,5.562373594
3.122811,0.31334,0.537033,83.1307,71691.39844,61045.01953,1085.294118,4.091454509
2.023284,0.313439,0.49152,374.129849,118560,64965.18945,994.897959,2.839013913
1.620958,2.079183,0.519148,440.270511,532.3250122,63534.28125,8093.877551,16.32482772
1.885313,1.514299,0.70764,59.443195,132431,92046.9375,3779.207921,8.124038405
2.055129,5.632116,0.879044,218.89153,132431,205873.0156,10734.31372,19.36917654
2.196846,8.142597,1.053115,122.653068,147199,110578.5234,16969.07217,9.233092656
2.384744,12.765779,1.197667,148.815042,634.4370117,83179.91016,24173.73737,23.1317963
2.589451,26.492332,1.29451,239.401403,308.1470032,105783,20536.73469,17.47612657
2.57297,29.458361,1.317977,284.692479,163041,109968.7461,25829.12621,10.0623059
2.337626,11.306776,1.284974,105.86499,179.1269989,100094.5859,23516.16162,23.19525814
1.993542,13.75318,1.185202,448.295782,1653.680054,97419.44141,24608.08081,14.15980226
1.737828,18.602373,1.040487,292.843124,167609,74347.73438,28075.25773,28.87871188
1.718182,15.273887,0.922133,326.577496,167609,105721.9883,25784.15842,13.37684567
1.848208,9.457622,0.73534,611.978083,167068,104852.9766,21493,24.68926892
1.995125,8.508147,0.565179,141.309585,1031.530029,57706.06055,16743.13726,4.748157537
2.047011,12.547901,0.440257,187.038193,177756,91400.83594,28644.3299,26.27470266
2.042359,9.306603,0.359737,308.09894,177616,79261.08594,24782.65306,25.67099531
2.194082,8.39151,0.313808,295.738614,169088,73951.36719,25758.58586,13.93197761
2.515395,11.388023,0.270362,489.562698,181.3939972,80313.78125,24821.35922,27.16615541
2.760802,16.725398,0.240481,286.958598,105502,50305.85644,13188.88889,8.472012748
3.075785,11.025597,0.163173,303.483675,509.7000122,67743.97461,3714.583333,10.36822068
2.802769,4.575413,0.139389,190.734437,133125,56284.93359,14211.76471,7.549834435
2.215755,3.676561,0.122941,645.93436,102010,77602.73438,10568,8.885943957
1.405133,1.039678,0.11384,554.363686,638.5200195,65028.73828,2100.990099,8.588073125
0.611824,2.635375,0.104998,491.28946,79172.10156,60617.41016,5067.010309,5.522680509
0.160908,2.817572,0.091285,367.526462,91334.60156,62106.85156,12031.63265,5.376802024
0.041956,0.644748,0.07494,641.752529,91334.60156,43670.99023,13079,19.72713867
0.025958,0.427063,0.063374,744.437295,309.7489929,26143.76367,10814.56311,15.62113952
0.018342,0.15761,0.047935,215.498833,169.423996,42961.08984,2828.571429,4.995998399
0.018518,0.242039,0.037291,198.700079,74840.60156,33320.72266,1992.929293,4.149698784
7.140699,0.960305,0.678936,21.488531,279.9719849,65088.08984,259.223301,0.663324958
7.102909,0.604756,0.67291,100.508196,755.302002,61161.5957,1408.247423,0.836660027
6.238493,0.04238,0.634979,199.532231,469.8210144,73136.39648,5160.606061,5.699561387
4.791591,0.262237,0.580518,231.26011,71691.39844,63339.88867,3051.546392,8.461678321
3.328578,0.65074,0.540484,83.388074,1402.189941,67183.24219,4983.495146,19.54686676
2.454624,3.76919,0.570955,158.094109,459.8380127,66023.10938,6097,0.6
2.384804,2.993408,0.66024,367.038334,121167,64326.27832,2792.929293,4.419275959
3.614233,7.576267,1.071846,234.788075,132431,105663.4414,4939,4.031128874
3.949786,29.259243,1.206875,135.449843,153494,83503.48828,26622.3301,26.82629307
4.09046,35.947277,1.297098,237.52602,166189,119865.3438,22537.1134,13.54695538
3.852119,26.717632,1.31473,91.194351,158061,85010.60644,23089.89899,27.24885319
3.32856,14.881027,1.274545,296.236538,131903,98042.125,30031.95876,41.93173023
2.669654,9.137683,1.163769,337.612482,131903,89895.16016,29961.16505,28.39013913
2.124083,14.37371,1.007233,213.076858,131903,95847.30859,20608,17.93641547
1.969139,15.89555,0.882533,1026.971134,131903,85919.66992,24391.91919,28.73899789
1.913514,12.692567,0.685321,418.924535,204.701004,80529.03906,25091.75258,22.5
1.879302,19.384636,0.504714,224.874169,174932,80088.92383,24035,21.85062928
1.771705,22.186726,0.384233,342.167461,167070,80007.10156,28902,18.8320206
1.65981,17.918699,0.316778,540.788758,145339,83332.5,22918.62745,8.694826048
1.717957,10.783248,0.276373,740.909393,167145,117272.8184,23506.18557,2.931723043
2.024595,8.772668,0.239815,635.980141,151366,96532.34375,26690.90909,20.68816087
2.316439,9.34118,0.216965,305.32889,105502,48603.43457,14160.20408,16.92409525
2.653666,5.555876,0.184535,209.846795,106519,57853.55762,2836.893204,12.62853911
2.135011,3.842179,0.112948,960.35092,58.2900009,67821.31836,6150.515464,13.09408263
1.385775,2.027416,0.099578,611.070034,58.2900009,68865.94336,3728.712871,7.003570518
0.634206,9.523215,0.088011,81.980238,88243.5,66716.51953,6551,2.304343724
0.003718,0.147751,0.033936,547.449779,95274.89844,32468.58984,4125,7.836453279
0.007139,0.100467,0.017288,944.597667,89.8584976,16167.14282,416.326531,2.886173938
7.010472,1.460969,0.639954,258.199689,4775.060059,54178.00977,119.587629,0.921954446
8.232912,3.970941,0.676951,121.172586,279.9719849,51271.19922,924.242424,1
8.229454,3.750019,0.674378,244.777197,933.7559814,56476.57813,5787,3.283291032
7.356725,1.393585,0.641831,233.998524,389.9169922,65758.95703,2752.427184,7.174956446
5.850069,0.497112,0.598334,19.34162,71691.39844,65048.01953,1600,5.833523806
4.232242,0.288591,0.568776,116.749419,3774.889893,57618.70313,492.929293,6.403124237
3.072208,0.59025,0.671593,234.12537,215.503006,78001.72656,572.54902,3.567912555
3.475552,0.59915,0.753244,391.212581,446.6350098,97203.42969,7,1.161895004
4.344983,0.759397,0.898065,366.619948,134257,100768.2695,74,3.304542328
5.164677,6.24461,1.04254,272.722782,151284,102881.9531,2028.865979,18.56098058
5.641864,32.120327,1.164025,101.684215,144763,83299.1875,20763.63636,12.81600562
5.716114,31.430925,1.245613,379.168415,144763,108699.4844,26256,12.03744159
5.250483,27.935109,1.257201,78.902165,144763,110889.8477,24319.41748,49.31531202
4.474545,21.228862,1.2126,112.229641,144763,88614.82031,16887.62887,42.17677086
3.67483,10.60309,1.098694,246.02668,193.2899933,86961.53906,25418.18182,11.96745587
3.033299,11.645343,0.938949,130.937018,160366,88828.28906,25037.1134,26.40085226
2.764133,13.596747,0.811996,421.89087,131903,82686.43359,22195.14563,16.19691329
2.529469,13.51778,0.614582,231.647975,204.701004,83151.79688,15247,16.5598913
2.286177,16.181712,0.438008,519.681514,731.0150146,57886.21484,5276.767677,15.21512405
1.913503,14.850919,0.331752,942.496215,294.7470093,77219.5,20900,31.68737919
1.528061,11.068857,0.27746,1221.209561,644.4899902,75585.51172,21696,9.028288874
1.361714,5.908077,0.243885,795.103182,137955,92747.49219,18262.37624,9.726253133
1.542472,3.622486,0.214039,532.872319,151366,75146.78125,5230.392157,8.77211491
1.812689,5.407398,0.196503,443.769763,375.276001,65178.31055,8816.326531,8.530240325
2.163536,9.198746,0.171824,1010.784318,106519,54667.06641,9737.113402,13.29341942
2.35723,19.490265,0.149038,167.967175,106519,54616.48633,15523.23232,12.01998336
2.258284,31.157062,0.128313,699.305725,1186.109985,61967.53516,15583.16832,18.26198237
1.853741,7.172951,0.108682,186.634052,270.8370056,51024.89258,6013.861386,32.70947875
1.226857,0.697473,0.09294,681.392867,88243.5,20964.1875,646.938776,2.6
6.993834,0.243625,0.608246,333.479955,1197.199951,52482.36035,147,0.692820323
8.264503,1.981726,0.646143,283.719864,2423.389893,49271.01074,2561.386139,0.458257569
8.31019,4.342931,0.64764,172.182817,24089.30078,52759.94531,7229.896907,17.29103814
6.068401,1.020028,0.589786,315.997285,71691.39844,53143.69141,3994.949495,7.615773106
3.609721,0.211372,0.590557,229.980538,71691.39844,39140.0625,79.591837,6.62985671
3.586121,3.046729,0.652486,100.503619,116962,69420.00098,883.838384,3.551056181
4.080546,5.568373,0.721453,230.516873,216.348999,73749.49609,1571.134021,4.714870094
5.211519,6.178468,0.845197,69.560425,5709.569824,107908.3125,8078.431373,14.38749457
6.245157,5.546292,0.971664,203.828267,1769.530029,57012.05469,11351.48515,11.28716085
6.819786,8.873595,1.080342,144.261216,145641,96910.10547,13144,11.84905059
6.850189,21.668442,1.15382,176.108649,550.2379761,86186.19922,18009.27835,9.854947996
6.261556,53.924679,1.158831,119.309117,130996,91262.32813,30517.34694,5.264978632
5.437929,37.551796,1.109432,122.736812,130996,85708.64844,33296.07843,41.68273024
4.677209,12.300022,0.995786,421.483104,161280,80125.23047,29564.35644,17.68191166
4.019207,9.117994,0.839864,432.088583,162070,78194.90625,29403.0303,5.599107072
3.697937,10.908898,0.718092,670.944457,155087,84741.41797,14498.97959,21.03568397
3.314285,9.324161,0.533873,637.698467,157409,81695.25391,8906.060606,14.52136357
2.922827,19.585739,0.375429,413.33808,145223,71639.25586,11477,10.08464179
2.33721,26.863344,0.288457,687.424521,135349,73846.80859,19988.34952,18.61263012
1.685195,16.667978,0.242853,1160.785846,135349,73260.63672,27095.87629,6.949820142
1.209901,7.54704,0.214979,1133.23279,135349,101514.5723,20364.64647,31.63068131
1.163832,1.77878,0.190753,156.792253,135349,77666.09766,1944.329897,5.989156869
1.366703,4.812219,0.176987,5880.479916,133709,65039.20801,16196.1165,23.43074903
1.67237,16.105549,0.156784,5979.56741,994.8280029,43581.6875,20045,21.10687092
1.873795,27.285221,0.137397,6238.84211,106519,71175.11426,14519.19192,14.38436651
1.813645,45.504538,0.120115,6639.560291,106519,56758.14844,13924.74227,45.79126554
1.505116,17.154806,0.103534,8407.218125,88243.5,24984.07495,6262,16.59819267
1.039609,0.298821,0.088058,7542.352301,88243.5,29875.37207,508,8.497646733
7.110966,0.94033,0.589767,162.866357,404.3389893,47017.65625,361.386139,0.761577311
6.443272,0.991079,0.570577,160.617133,88.4238968,46123.07617,98.019802,4.849742261
3.577709,4.001993,0.601125,41.129156,71691.39844,64324.69922,4688.118812,4.023058538
4.154815,5.836483,0.654498,106.822838,71691.39844,70157.17969,4115.841584,3.923009049
5.346043,3.849469,0.753906,119.297255,1160.939941,75608.91406,9921.649485,18.62793601
6.390191,3.503859,0.859121,30.517532,870.6920166,73206.34375,2092.929293,6.164414003
6.944087,5.509551,0.953055,122.381771,438.4070129,100660.8398,3707.070707,4.308712105
6.960684,20.224825,1.016128,186.749968,936.5150146,87397.99219,14725.24272,12.18605761
6.416759,34.847999,1.016252,178.709242,2541.709961,73200.4707,20641.83674,18.97366596
5.736728,35.167672,0.965044,57.392847,92.1736984,87274.19531,31180.80808,13.84070085
5.125919,37.347209,0.857248,143.044024,92.1736984,81094.69531,29479.38144,12.56264303
4.580819,25.529789,0.715319,582.958504,226.9049988,70952.14063,18509.80392,7.79166221
4.264408,29.480584,0.608171,670.037672,150038,86247.33984,15566,16.54539211
3.85184,33.357988,0.452805,130.79558,155087,80904.64063,8376,17.21917536
3.412165,54.534479,0.32539,885.278627,131606,75805.78125,16143.29897,8.972179222
2.714739,45.65176,0.252346,6878.579579,156686,65475.94531,25209.09091,25.0998008
1.883193,17.770884,0.210618,6963.470359,150644,82797.44922,24089,28.5667639
1.170934,6.372924,0.18604,7187.330781,134733,88220.39844,6935.92233,9.86965045
0.9033,3.635565,0.165675,7537.785709,133272,66392.5625,4964.948454,3.934463115
1.008244,11.174172,0.153846,7349.379541,133272,60287.28906,22104.0404,20.22745659
1.252803,21.845871,0.136569,6648.632507,527.3519897,78476.6875,25906.18557,49.30963395
1.443462,19.398679,0.120873,6032.229476,123561,91904.64453,16179.61165,18.38803959
1.418107,11.823915,0.107521,2926.858691,88243.5,28400.26367,8138,8.660254038
1.206275,4.363528,0.094645,3918.295222,88243.5,28792.39746,6906,19.48075974
0.856663,0.670407,0.082553,4709.013054,181.1459961,38136.37109,1732.291667,8.702585823
0.49468,0.004027,0.068517,4703.46422,157.1950073,24624.22168,293,3.3
3.099745,4.070722,0.531034,253.235461,122870,72249.31055,4812.371134,15.22497947
3.734017,5.05485,0.570531,86.792921,71691.39844,67155.48242,7952.475248,16.35665002
4.81624,0.94004,0.645498,414.999864,71691.39844,58336.08594,5918,5.198557492
5.738748,0.327835,0.730088,180.842233,71691.39844,69189.18164,1453.465347,3.588871689
6.191669,2.599736,0.808777,69.062041,71691.39844,105034.2656,1816.494845,4.647580015
6.190131,13.186112,0.85888,251.153195,141898,64597.76367,7877.777778,15.86269208
5.774021,18.288963,0.853607,522.565267,256.1319885,58035.59522,6548.484848,24.74681798
5.290325,21.278217,0.803744,215.236977,1866.040039,64673.88672,23712.62136,3.845776905
4.881998,24.102237,0.708113,32.405149,135058,89342.59961,21134.34343,14.14213562
4.544318,17.524185,0.587811,257.534065,125184,96709.10938,11594.9495,9.485515273
4.332943,19.017441,0.500676,586.403634,128586,103955.1465,7340.625,8.472012748
3.998009,12.894079,0.377594,511.900084,51.0161018,77202.96875,2418.627451,12.86662349
3.58245,22.245846,0.275474,7950.936814,147969,68729.59863,13914,21.79449472
2.851737,23.084796,0.214277,8147.702841,130698,66285.09961,15990.09901,19.30388562
1.931763,6.812323,0.177468,8058.14213,130698,75169.66113,8280.412371,32.31934405
1.081897,1.044294,0.155599,7424.586428,130698,66670.66699,1467.676768,3.122498999
0.932936,17.097499,0.114052,6878.070671,527.3519897,68185.82617,18585.71429,32.03888263
1.081274,6.778993,0.102268,2964.757914,114964,43326.09863,13423.23232,16.65923167
1.067906,0.240698,0.092295,3946.685058,88243.5,16730.99853,4418.556701,7.393916418
0.904754,0.33081,0.083593,4935.047223,106519,19774.88696,7915.686275,15.65327442
0.623419,0.579875,0.074407,5697.248952,105459,22546.31641,3762,6.6
0.337209,0.747653,0.062272,2148.358707,112.1449966,13515.97998,1539,3.834057903
2.559437,2.637332,0.470351,388.191116,107062,81046.70313,9051,4.924428901
3.148407,4.386135,0.505072,168.388063,362.0339966,80375.86719,20776.76768,18.18144659
4.073292,1.763299,0.570252,726.889493,131462,56257.82227,12700,12.17990148
4.858663,2.636636,0.642952,217.610149,108776,61916.75391,4738,4.301162634
5.226677,2.018211,0.71055,1006.634236,71691.39844,90280.89063,2336,4.898979486
5.21678,2.214335,0.751639,362.288854,71691.39844,69115.38281,7056.862745,12.71613149
4.876484,6.516523,0.74441,412.556294,71691.39844,70532.95703,1413.402062,5.76020833
4.505767,10.290301,0.697227,290.20919,71691.39844,28109.22852,13126.26263,6.382789359
4.267205,7.366997,0.612101,132.624154,71691.39844,69187.66016,7502.040816,23.28422213
4.114229,9.139345,0.50876,239.893909,107034,98054.96875,6886.407767,9.764220399
4.030865,7.793539,0.434307,178.929086,51.0161018,95127.30469,955.555556,1.71464282
3.847057,3.594909,0.326707,8823.056323,362.2380066,52769.78516,7.070707,8.854377448
2.760433,6.016152,0.186204,7760.172336,361.6119995,5102.771484,3746.534653,16.76782633
1.838164,2.05938,0.15438,3034.533331,361.6119995,52577.98438,2689.108911,6.216108107
0.994068,0.42788,0.135437,3992.502133,119851,26154.29395,3657,8.304817879
0.803852,0.051862,0.081232,4966.244989,88243.5,12262.4043,3222,5.196152423
0.439276,0.804725,0.067672,3123.873621,106519,5746.388184,1550.505051,8.306623863
0.214634,1.19354,0.05712,3109.451869,73.6185989,14192.17139,11764,27.11088342
0.011196,1.529636,0.032112,680.818618,987.2659912,13012.38281,6731.632653,6.75203673
0.004362,0.687943,0.024974,98.476487,91104.29688,50486.38281,4047.959184,11.37958699
1.240915,0.422545,0.331245,576.924187,578.1359863,57710.36719,891.919192,3.924283374
1.673073,2.637273,0.364735,131.737761,110788,100759.8516,5577.319588,1.732050808
2.067659,4.999449,0.395155,277.523731,121389,94273.32422,16539.80582,10.35615759
2.668564,3.86776,0.451881,661.158016,102865,49513.51636,12341,27.3117191
3.466437,9.231904,0.570161,508.734036,544.6400146,82815.83008,8443.877551,11.69401556
3.455948,5.205127,0.599929,435.055052,97598.5,68951.72266,9906.060606,14.08456602
3.165061,8.604194,0.591015,1400.422188,920.4349976,83105.11328,20830.39216,28.72429285
